Function and Parameters;Data Segment
"1712070764346,GetCurrentPosition,2,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f636861476574446174610000000000000000250000000300000001000000020000000000000010000000
"1712070764853,GetDistance,2,1,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f636861476574446174610000000000000000250000001300000001000000020000000000000010000000
"1712070765373,GetDistance2,3,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000001300000001000000040000000000000010000000
"1712070765918,GetNextDistance,3,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f636861476574446174610000000000000000250000000a00000001000000040000000000000010000000
"1712070766440,GetFeedSpeed,4,";47494f50010001004400000000000000e037000001001e0004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000400000001000000000000000000000010000000
"1712070766945,GetTCPSpeed,";47494f50010001004400000000000000e037000001000f0004000000010000000d0000006d6f63686147657444617461003c237700000000210000000300000001000000000000000000000005000000
"1712070767460,GetManualOverlap,1,1,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f636861476574446174610000000000000000250000000900000001000000010000000000000010000000
"1712070767967,GetManualOverlap2,3,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000800000001000000040000000000000010000000
"1712070768487,GetProgramPosition,3,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000040000000000000010000000
"1712070768994,GetProgramPosition3,3,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000040000000000000010000000
"1712070769499,GetTCPMachinePosition,2,";47494f50010001004400000000000000e03700000100090004000000010000000d0000006d6f63686147657444617461003c237700000000250000001900000001000000020000000000000005000000
"1712070770002,GetFeedbackPosition,2,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f636861476574446174610000000000000000250000002100000001000000020000000000000010000000
"1712070770524,GetTableCoordinationPosition,3,";47494f50010001004400000000000000e037000001f75d0104000000010000000d0000006d6f636861476574446174610000000000000000250000002200000001000000040000000000000010000000
"1712070771029,GetWorkInstallationPosition,1,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f636861476574446174610000000000000000250000002300000001000000010000000000000010000000
"1712070771545,GetInclinedSurfacePosition,2,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f636861476574446174610000000000000000250000002400000001000000020000000000000010000000
"1712070772054,GetGCodeCommand,8,";47494f50010001004400000000000000e037000001000a0004000000010000000d0000006d6f63686147657444617461003c237700000000290000000800000001000000000000000000000005000000
"1712070772571,GetToolCommand,3,2,";47494f50010001004400000000000000e03700000100130004000000010000000d0000006d6f63686147657444617461003c237700000000290000006500000001000000040000000000000002000000
"1712070773085,GetFeedCommand,2,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000300000001000000000000000000000010000000
"1712070773595,GetCommand2,0,4,";47494f50010001004400000000000000e037000001000f0004000000010000000d0000006d6f63686147657444617461003c2377000000002b000000cc00000001000000000000000000000003000000
"1712070774098,SetCommand2,0,3,18128648,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000026000000030000000100000000000000000000000300000004000000089f1401
"1712070774614,CurrentBlockRead,7,";47494f50010001004400000000000000e037000001fb5d0104000000010000001d0000006d6f63686147657443757272656e74507267426c6f636b466972737400000000000000000100000007000000
"1712070775122,GetProgramNumber2,1,";47494f50010001004400000000000000e037000001000f0004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000c900000001000000000000000000000010000000
"1712070775627,GetSequenceNumber,0,";47494f50010001004400000000000000e03700000100130004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000006600000001000000000000000000000003000000
"1712070776143,GetBlockNumber,1,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000cb00000001000000000000000000000003000000
"1712070776662,GetSubProLevel,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f6368614765744461746100000000000000002d0000000100000001000000000000000000000001000000
"1712070777180,GetInformation,1,";47494f50010001004400000000000000e037000001000a0004000000010000000d0000006d6f63686147657444617461003c237700000000190000000100000000000000000000000000000003000000
"1712070777690,GetCurrentBlockByByte,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f6368614765744461746100000000000000002d000000d400000001000000000000000000000003000000
"1712070778200,GetClockData,";47494f50010001004400000000000000e03700000100170004000000010000000d0000006d6f63686147657444617461003c237700000000280000000600000000000000000000000000000003000000
"1712070778200,GetClockData,";47494f50010001004400000000000000e03700000100100004000000010000000d0000006d6f63686147657444617461003c237700000000280000000700000000000000000000000000000003000000
"1712070778719,SetClockData,3117906,77645,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000002800000006000000000000000000000000000000030000000400000052932f00
"1712070779233,GetAliveTime,";47494f50010001004400000000000000e037000001001a0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000100000000000000000000000000000003000000
"1712070779749,SetAliveTime,94546253,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f636861536574446174610000000000000000280000000100000000000000000000000000000003000000040000004da9a205
"1712070780266,GetRunTime,";47494f50010001004400000000000000e037000001000b0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000200000000000000000000000000000003000000
"1712070780771,SetRunTime,45779177,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000020000000000000000000000000000000300000004000000e988ba02
"1712070781287,GetStartTime,";47494f50010001004400000000000000e03700000100140004000000010000000d0000006d6f63686147657444617461003c237700000000280000000300000000000000000000000000000003000000
"1712070781805,SetStartTime,99926315,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f636861536574446174610000000000000000280000000300000000000000000000000000000003000000040000002bc1f405
"1712070782323,GetEstimateTime,0,";47494f50010001004400000000000000e03700000100030004000000010000000d0000006d6f63686147657444617461003c237700000000280000000400000000000000000000000000000003000000
"1712070782830,SetEstimateTime,1,55127524,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000050000000000000000000000000000000300000004000000e42d4903
"1712070783334,GetServoMonitor,1,16,";47494f50010001004400000000000000e037000001001b0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000000100000001000000000000000000000001000000
"1712070783334,GetServoMonitor,1,16,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c2377000000003b0000001400000001000000010000000000000003000000
"1712070783851,GetServoVersion,2,4,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000000100000001000000000000000000000001000000
"1712070783851,GetServoVersion,2,4,";47494f50010001004400000000000000e03700000100110004000000010000000d0000006d6f63686147657444617461003c2377000000003b0000002a00000000000000020000000000000010000000
"1712070784358,GetServoDiagnosis,1,5,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f6368614765744461746100000000000000007e0000000100000001000000000000000000000001000000
"1712070784358,GetServoDiagnosis,1,5,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f6368614765744461746100000000000000003b0000003a00000000000000010000000000000001000000
"1712070785885,GetSpindleMonitor,1,16,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f6368614765744461746100000000000000003f0000000200000000000000008000000000000003000000
"1712070786393,GetSpindleVersion,2,0,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f6368614765744461746100000000000000003f0000001b00000000000000020000000000000010000000
"1712070786915,GetSpindleDiagnosis,1,6,";47494f50010001004400000000000000e03700000100040004000000010000000d0000006d6f63686147657444617461003c2377000000003f0000002c00000000000000010000000000000001000000
"1712070787433,GetAbsPositionMonitor,1,8,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f6368614765744461746100000000000000007e0000000100000001000000000000000000000001000000
"1712070787433,GetAbsPositionMonitor,1,8,";47494f50010001004400000000000000e037000001fb5d0104000000010000000d0000006d6f6368614765744461746100000000000000003b0000002100000000000000010000000000000003000000
"1712070787954,GetAuxAxisMonitor,1,7,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000410000000800000000000000010000000000000002000000
"1712070788462,GetAuxAxisDiagnosis,3,3,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f636861476574446174610000000000000000410000004a00000000000000040000000000000010000000
"1712070788970,GetAuxAxisVersion,3,0,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f636861476574446174610000000000000000410000001300000000000000040000000000000010000000
"1712070789481,GetDowelTime,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000500000001000000000000000000000010000000
"1712070789987,GetInvalidStatus,";47494f50010001004400000000000000e03700000100030004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000000200000001000000000000000000000001000000
"1712070789987,GetInvalidStatus,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000000300000001000000000000000000000001000000
"1712070790500,GetCommandStatus,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f63686147657444617461000000000000000029000000cc00000001000000000000000000000001000000
"1712070791007,GetCuttingMode,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f63686147657444617461000000000000000029000000ce00000001000000000000000000000002000000
"1712070791514,GetAxisStatus,2,4,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f63686147657444617461000000000000000024000000c900000001000000020000000000000001000000
"1712070792021,GetRunStatus,0,";47494f50010001004400000000000000e03700000100120004000000010000000d0000006d6f63686147657444617461003c237700000000160000000100000001000000000000000000000003000000
"1712070792532,CommonVRead,442289,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c23770000000006000000d007000001000000000000000000000005000000
"1712070793566,GetSize,0,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f636861476574446174610000000000000000010000006400000001000000000000000000000002000000
"1712070794069,GetName,515,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461000000000000000005000000d309000000000000000000000000000010000000
"1712070795598,GetMacroLevel,";47494f50010001004400000000000000e037000001fb5d0104000000010000000d0000006d6f636861476574446174610000000000000000230000000100000001000000000000000000000001000000
"1712070796618,GetToolSetSize,";47494f50010001004400000000000000e037000001000b0004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000002000000
"1712070797133,GetType,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c237700000000030000000100000001000000000000000000000001000000
"1712070797650,GetOffset,3,7,1,";47494f50010001004400000000000000e037000001000c0004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000003000000
"1712070798155,GetOffset2,277,536,64,";47494f50010001004400000000000000e037000001000c0004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000003000000
"1712070798660,SetOffset,87,209,87,-5062.068343,38,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000030000000200000001000000000000000000000003000000
"1712070802714,GetToolLifeType2,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712070802714,GetToolLifeType2,";47494f50010001004400000000000000e037000001fb5d0104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712070802714,GetToolLifeType2,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712070804240,ChangeToolLifeGroup,6,6,";47494f50010001004400000000000000e03700000100180004000000010000000d0000006d6f63686147657444617461003c2377000000005a0000007f00000000000000000000000000000001000000
"1712070804240,ChangeToolLifeGroup,6,6,";47494f50010001004400000000000000e03700000100150004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006700000000000000000000000000000003000000
"1712070804240,ChangeToolLifeGroup,6,6,";47494f50010001004400000000000000e03700000100020004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006000000000000000000000000000000001000000
"1712070804240,ChangeToolLifeGroup,6,6,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000001200000013270000010000000000000000000000030000000400000006000000
"1712070804240,ChangeToolLifeGroup,6,6,";47494f50010001004400000000000000e03700000100100004000000010000000d0000006d6f63686147657444617461003c237700000000120000001327000001000000000000000000000003000000
"1712070804761,DeleteToolLifeGroup,6,";47494f50010001004400000000000000e03700000100020004000000010000000d0000006d6f63686147657444617461003c2377000000005a0000007f00000000000000000000000000000001000000
"1712070804761,DeleteToolLifeGroup,6,";47494f50010001004400000000000000e037000001000c0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006700000000000000000000000000000003000000
"1712070804761,DeleteToolLifeGroup,6,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006000000000000000000000000000000001000000
"1712070804761,DeleteToolLifeGroup,6,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000001200000011270000010000000000000000000000030000000400000006000000
"1712070805772,ChangeToolLifeToolNo,9,9,9,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712070805772,ChangeToolLifeToolNo,9,9,9,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712070805772,ChangeToolLifeToolNo,9,9,9,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712070805772,ChangeToolLifeToolNo,9,9,9,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000001200000013270000010000000000000000000000030000000400000009000000
"1712070805772,ChangeToolLifeToolNo,9,9,9,";47494f50010001004400000000000000e03700000100040004000000010000000d0000006d6f63686147657444617461003c237700000000120000001327000001000000000000000000000003000000
"1712070806290,DeleteToolLifeToolNo,3,3,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712070806290,DeleteToolLifeToolNo,3,3,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712070806290,DeleteToolLifeToolNo,3,3,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712070806290,DeleteToolLifeToolNo,3,3,";47494f50010001004c00000000000000e03700000100060004000000010000000d0000006d6f63686153657444617461003c2377000000001200000013270000010000000000000000000000030000000400000003000000
"1712070806290,DeleteToolLifeToolNo,3,3,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f636861476574446174610000000000000000120000001327000001000000000000000000000003000000
"1712070806800,GetMGNControl,";47494f50010001004400000000000000e03700000100030004000000010000000d0000006d6f63686147657444617461003c2377000000003700000008b0010000000000000000000000000002000000
"1712070807304,GetMGNControl,";47494f50010001004400000000000000e03700000100070004000000010000000d0000006d6f63686147657444617461003c2377000000003700000008b0010000000000000000000000000002000000
"1712070807810,GetMGNSize,";47494f50010001004400000000000000e037000001000a0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712070807810,GetMGNSize,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712070807810,GetMGNSize,";47494f50010001004400000000000000e03700000100180004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712070807810,GetMGNSize,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f6368614765744461746100000000000000003700000008b0010000000000000000000000000002000000
"1712070808329,GetMGNSize2,2,";47494f50010001004400000000000000e03700000100020004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712070808843,GetMGNReady2,1,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000003700000008b0010000000000000000000000000002000000
"1712070808843,GetMGNReady2,1,0,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c237700000000370000001cb0010000000000000000000000000002000000
"1712070809358,GetMGNPot,112,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f6368614765744461746100000000000000003700000012b0010000000000000000000000000002000000
"1712070809358,GetMGNPot,112,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f6368614765744461746100000000000000003700000013b0010000000000000000000000000002000000
"1712070809358,GetMGNPot,112,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f6368614765744461746100000000000000003700000014b0010000000000000000000000000002000000
"1712070809358,GetMGNPot,112,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f6368614765744461746100000000000000003700000015b0010000000000000000000000000002000000
"1712070809358,GetMGNPot,112,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f6368614765744461746100000000000000003700000016b0010000000000000000000000000002000000
"1712070809864,GetMGNPot3,4,204,";47494f50010001004400000000000000e037000001000e0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712070809864,GetMGNPot3,4,204,";47494f50010001004400000000000000e03700000100100004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712070809864,GetMGNPot3,4,204,";47494f50010001004400000000000000e037000001000d0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712070809864,GetMGNPot3,4,204,";47494f50010001004400000000000000e037000001001b0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000015b0010000000000000000000000000002000000
"1712070809864,GetMGNPot3,4,204,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000016b0010000000000000000000000000002000000
"1712070810384,SetMGNPot,245,1590900,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712070810384,SetMGNPot,245,1590900,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712070810384,SetMGNPot,245,1590900,";47494f50010001004400000000000000e03700000100080004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712070810384,SetMGNPot,245,1590900,";47494f50010001004400000000000000e03700000100100004000000010000000d0000006d6f63686147657444617461003c2377000000003700000015b0010000000000000000000000000002000000
"1712070810384,SetMGNPot,245,1590900,";47494f50010001004400000000000000e03700000100130004000000010000000d0000006d6f63686147657444617461003c2377000000003700000016b0010000000000000000000000000002000000
"1712070810921,SetMGNPot3,1,52,12440381,";47494f50010001004400000000000000e03700000100180004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712070810921,SetMGNPot3,1,52,12440381,";47494f50010001004400000000000000e03700000100020004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712070810921,SetMGNPot3,1,52,12440381,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712070810921,SetMGNPot3,1,52,12440381,";47494f50010001004400000000000000e03700000100140004000000010000000d0000006d6f63686147657444617461003c2377000000003700000015b0010000000000000000000000000002000000
"1712070810921,SetMGNPot3,1,52,12440381,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c2377000000003700000016b0010000000000000000000000000002000000
"1712070811430,GetMGNAux,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f636861476574446174610000000000000000370000000cb0010000000000000000000000000002000000
"1712070811945,SetMGNAux,56123,";47494f50010001004c00000000000000e03700000100100004000000010000000d0000006d6f63686153657444617461003c237700000000370000000cb0010000000000000000000000000003000000040000003bdb0000
"1712070813030,GetVersion,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c237700000000430000000100000000000000000000000000000010000000
"1712070813030,GetVersion,0,";47494f50010001004400000000000000e03700000100100004000000010000000d0000006d6f63686147657444617461003c237700000000440000000100000000000000000000000000000010000000
"1712070813030,GetVersion,0,";47494f50010001004400000000000000e03700000100090004000000010000000d0000006d6f63686147657444617461003c237700000000430000000200000000000000000000000000000010000000
"1712070813545,GetSystemInformation,1,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f636861476574446174610000000000000000010000000200000001000000000000000000000001000000
"1712070814063,GetAlarm,2,265,";47494f50010001004800000000000000e03700000100060004000000010000001d0000006d6f63686147657443757272656e74416c61726d4d7367466972737400512f0100000000010000000200000009010000
"1712070814568,GetWorkPosition,2,1,";47494f50010001004400000000000000e037000001f75d0104000000010000000d0000006d6f636861476574446174610000000000000000250000000700000001000000020000000000000010000000
"1712070815087,GetWorkPosition2,2,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000100000001000000020000000000000010000000
"1712070815597,GetMachinePosition,2,0,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f636861476574446174610000000000000000250000000200000001000000020000000000000010000000
"1712070816117,GetMachinePosition2,2,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000200000001000000020000000000000010000000
"1712070816633,GetCurrentPosition,2,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f636861476574446174610000000000000000250000000300000001000000020000000000000010000000
"1712070817141,GetDistance,1,0,";47494f50010001004400000000000000e037000001fb5d0104000000010000000d0000006d6f636861476574446174610000000000000000250000000600000001000000010000000000000010000000
"1712070817646,GetDistance2,1,1,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000001300000001000000010000000000000010000000
"1712070818150,GetNextDistance,3,";47494f50010001004400000000000000e037000001fb5d0104000000010000000d0000006d6f636861476574446174610000000000000000250000000a00000001000000040000000000000010000000
"1712070818656,GetFeedSpeed,1,";47494f50010001004400000000000000e037000001001b0004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000200000001000000000000000000000010000000
"1712070819172,GetTCPSpeed,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c237700000000210000000300000001000000000000000000000005000000
"1712070819678,GetManualOverlap,2,1,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f636861476574446174610000000000000000250000000900000001000000020000000000000010000000
"1712070820192,GetManualOverlap2,1,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000250000000800000001000000010000000000000010000000
"1712070820708,GetProgramPosition,3,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000040000000000000010000000
"1712070821217,GetProgramPosition3,2,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f636861476574446174610000000000000000250000000500000001000000020000000000000010000000
"1712070821721,GetTCPMachinePosition,1,";47494f50010001004400000000000000e037000001000a0004000000010000000d0000006d6f63686147657444617461003c237700000000250000001900000001000000010000000000000005000000
"1712070822230,GetFeedbackPosition,1,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f636861476574446174610000000000000000250000002100000001000000010000000000000010000000
"1712070822737,GetTableCoordinationPosition,2,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f636861476574446174610000000000000000250000002200000001000000020000000000000010000000
"1712070823255,GetWorkInstallationPosition,1,";47494f50010001004400000000000000e037000001f75d0104000000010000000d0000006d6f636861476574446174610000000000000000250000002300000001000000010000000000000010000000
"1712070823761,GetInclinedSurfacePosition,1,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f636861476574446174610000000000000000250000002400000001000000010000000000000010000000
"1712070824275,GetGCodeCommand,16,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c237700000000290000001000000001000000000000000000000005000000
"1712070824783,GetToolCommand,1,2,";47494f50010001004400000000000000e03700000100150004000000010000000d0000006d6f63686147657444617461003c237700000000290000006500000001000000010000000000000002000000
"1712070825297,GetFeedCommand,4,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000400000001000000000000000000000010000000
"1712070825803,GetCommand2,1,2,";47494f50010001004400000000000000e03700000100180004000000010000000d0000006d6f63686147657444617461003c2377000000002b0000000200000001000000000000000000000003000000
"1712070826316,SetCommand2,0,4,13217491,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000026000000040000000100000000000000000000000300000004000000d3aec900
"1712070826830,CurrentBlockRead,6,";47494f50010001004400000000000000e037000001fb5d0104000000010000001d0000006d6f63686147657443757272656e74507267426c6f636b466972737400000000000000000100000006000000
"1712070827344,GetProgramNumber2,0,";47494f50010001004400000000000000e03700000100100004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000006500000001000000000000000000000010000000
"1712070827850,GetSequenceNumber,1,";47494f50010001004400000000000000e03700000100020004000000010000000d0000006d6f63686147657444617461003c2377000000002d000000ca00000001000000000000000000000003000000
"1712070828367,GetBlockNumber,0,";47494f50010001004400000000000000e03700000100020004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000006700000001000000000000000000000003000000
"1712070828872,GetSubProLevel,";47494f50010001004400000000000000e037000001fb5d0104000000010000000d0000006d6f6368614765744461746100000000000000002d0000000100000001000000000000000000000001000000
"1712070829391,GetInformation,1,";47494f50010001004400000000000000e03700000100140004000000010000000d0000006d6f63686147657444617461003c237700000000190000000100000000000000000000000000000003000000
"1712070829911,GetCurrentBlockByByte,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f6368614765744461746100000000000000002d000000d400000001000000000000000000000003000000
"1712070830429,GetClockData,";47494f50010001004400000000000000e037000001000a0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000600000000000000000000000000000003000000
"1712070830429,GetClockData,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c237700000000280000000700000000000000000000000000000003000000
"1712070830945,SetClockData,27781033,17091,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000060000000000000000000000000000000300000004000000a9e7a701
"1712070831463,GetAliveTime,";47494f50010001004400000000000000e037000001000a0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000100000000000000000000000000000003000000
"1712070831966,SetAliveTime,71313408,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000002800000001000000000000000000000000000000030000000400000000284004
"1712070832476,GetRunTime,";47494f50010001004400000000000000e03700000100070004000000010000000d0000006d6f63686147657444617461003c237700000000280000000200000000000000000000000000000003000000
"1712070832994,SetRunTime,1693892,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000020000000000000000000000000000000300000004000000c4d81900
"1712070833510,GetStartTime,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c237700000000280000000300000000000000000000000000000003000000
"1712070834028,SetStartTime,91532244,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000030000000000000000000000000000000300000004000000d4ab7405
"1712070834536,GetEstimateTime,1,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c237700000000280000000500000000000000000000000000000003000000
